sequence_id,institute_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR8665855,PHS Sweden,XTB_17-216,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665855/ERR8665855_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665855/ERR8665855_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,Sweden
ERR8665840,PHS Sweden,XTB_17-185,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665840/ERR8665840_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665840/ERR8665840_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,Sweden
ERR8665872,PHS Sweden,XTB_18-084,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665872/ERR8665872_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665872/ERR8665872_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Sweden
ERR8665876,PHS Sweden,XTB_18-089,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665876/ERR8665876_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665876/ERR8665876_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,R,Sweden
ERR8665890,PHS Sweden,XTB_17-567,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665890/ERR8665890_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665890/ERR8665890_2.fastq.gz",S,S,S,S,I,I,R,R,R,S,R,R,R,Sweden
ERR8665864,PHS Sweden,XTB_18-073,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665864/ERR8665864_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665864/ERR8665864_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,Sweden
ERR8665880,PHS Sweden,XTB_18-095,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665880/ERR8665880_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665880/ERR8665880_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Sweden
ERR8665883,PHS Sweden,XTB_18-100,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665883/ERR8665883_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665883/ERR8665883_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665881,PHS Sweden,XTB_18-096,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665881/ERR8665881_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665881/ERR8665881_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Sweden
ERR8665885,PHS Sweden,XTB_18-103,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665885/ERR8665885_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665885/ERR8665885_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665862,PHS Sweden,XTB_17-242,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665862/ERR8665862_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665862/ERR8665862_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665889,PHS Sweden,XTB_17-544,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665889/ERR8665889_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665889/ERR8665889_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Sweden
ERR8665893,PHS Sweden,XTB_18-106,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665893/ERR8665893_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665893/ERR8665893_2.fastq.gz",S,S,S,S,S,I,R,R,R,S,R,R,R,Sweden
ERR8665888,PHS Sweden,XTB_17-155,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665888/ERR8665888_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665888/ERR8665888_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665896,PHS Sweden,XTB_18-109,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665896/ERR8665896_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665896/ERR8665896_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665894,PHS Sweden,XTB_18-107,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665894/ERR8665894_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665894/ERR8665894_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,Sweden
ERR8665895,PHS Sweden,XTB_18-108,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665895/ERR8665895_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665895/ERR8665895_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Sweden
ERR8665892,PHS Sweden,XTB_18-105,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665892/ERR8665892_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665892/ERR8665892_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Sweden
ERR8665891,PHS Sweden,XTB_17-613,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665891/ERR8665891_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665891/ERR8665891_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Sweden
ERR8665866,PHS Sweden,XTB_18-078,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665866/ERR8665866_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665866/ERR8665866_2.fastq.gz",R,S,S,S,I,R,R,R,R,S,R,R,R,Sweden
ERR8665860,PHS Sweden,XTB_17-228,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665860/ERR8665860_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665860/ERR8665860_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,Sweden
ERR8665868,PHS Sweden,XTB_18-080,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665868/ERR8665868_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665868/ERR8665868_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Sweden
ERR4830087,IML Gauting,T8611,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830087/ERR4830087_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830087/ERR4830087_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830032,IML Gauting,T6577,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830032/ERR4830032_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830032/ERR4830032_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,R,Germany
ERR4830104,IML Gauting,T8983,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830104/ERR4830104_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830104/ERR4830104_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,R,Germany
ERR4830074,IML Gauting,T8249,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830074/ERR4830074_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830074/ERR4830074_2.fastq.gz",S,S,S,S,I,I,R,R,R,S,R,S,S,Germany
ERR4830029,IML Gauting,T6532,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830029/ERR4830029_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830029/ERR4830029_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830050,IML Gauting,T7801,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830050/ERR4830050_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830050/ERR4830050_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830092,IML Gauting,T8704,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830092/ERR4830092_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830092/ERR4830092_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830019,IML Gauting,T5574,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830019/ERR4830019_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830019/ERR4830019_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830080,IML Gauting,T8389,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830080/ERR4830080_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830080/ERR4830080_2.fastq.gz",R,S,S,S,S,I,R,R,S,S,S,R,R,Germany
ERR4830034,IML Gauting,T6686,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830034/ERR4830034_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830034/ERR4830034_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830030,IML Gauting,T6539,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830030/ERR4830030_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830030/ERR4830030_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Germany
ERR4830026,IML Gauting,T6450,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830026/ERR4830026_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830026/ERR4830026_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830053,IML Gauting,T8551,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830053/ERR4830053_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830053/ERR4830053_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Germany
ERR4830017,IML Gauting,T5336,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830017/ERR4830017_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830017/ERR4830017_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830105,IML Gauting,T9006,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830105/ERR4830105_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830105/ERR4830105_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Germany
ERR4830031,IML Gauting,T6548,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830031/ERR4830031_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830031/ERR4830031_2.fastq.gz",S,S,S,S,S,S,R,R,S,S,S,R,R,Germany
ERR4830022,IML Gauting,T6237,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830022/ERR4830022_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830022/ERR4830022_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830062,IML Gauting,T7331,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830062/ERR4830062_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830062/ERR4830062_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,R,Germany
ERR4830078,IML Gauting,T8267,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830078/ERR4830078_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830078/ERR4830078_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830068,IML Gauting,T7962,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830068/ERR4830068_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830068/ERR4830068_2.fastq.gz",S,S,S,S,I,I,R,S,S,S,S,R,R,Germany
ERR4830066,IML Gauting,T8053,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830066/ERR4830066_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830066/ERR4830066_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830086,IML Gauting,T8558,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830086/ERR4830086_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830086/ERR4830086_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830093,IML Gauting,T8705,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830093/ERR4830093_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830093/ERR4830093_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830025,IML Gauting,T6389,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830025/ERR4830025_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830025/ERR4830025_2.fastq.gz",NA,S,S,S,NA,S,R,R,R,S,R,R,R,Germany
ERR4830110,IML Gauting,IML-00001,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830110/ERR4830110_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830110/ERR4830110_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830051,IML Gauting,T7858,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830051/ERR4830051_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830051/ERR4830051_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830101,IML Gauting,T8858,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830101/ERR4830101_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830101/ERR4830101_2.fastq.gz",S,S,S,S,I,R,R,R,S,S,S,S,S,Germany
ERR4830085,IML Gauting,T8545,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830085/ERR4830085_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830085/ERR4830085_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830075,IML Gauting,T8250,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830075/ERR4830075_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830075/ERR4830075_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,S,S,Germany
ERR4830114,IML Gauting,T231,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830114/ERR4830114_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830114/ERR4830114_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,R,R,Germany
ERR4830111,IML Gauting,T359,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830111/ERR4830111_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830111/ERR4830111_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830089,IML Gauting,T8662,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830089/ERR4830089_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830089/ERR4830089_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830091,IML Gauting,T8694,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830091/ERR4830091_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830091/ERR4830091_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Germany
ERR4830113,IML Gauting,T874,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830113/ERR4830113_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830113/ERR4830113_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830028,IML Gauting,T6473,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830028/ERR4830028_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830028/ERR4830028_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830024,IML Gauting,T6384,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830024/ERR4830024_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830024/ERR4830024_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830098,IML Gauting,T8845,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830098/ERR4830098_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830098/ERR4830098_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830036,IML Gauting,T6983,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830036/ERR4830036_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830036/ERR4830036_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830069,IML Gauting,T7979,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830069/ERR4830069_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830069/ERR4830069_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830094,IML Gauting,IML-00168,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830094/ERR4830094_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830094/ERR4830094_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830077,IML Gauting,T6036,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830077/ERR4830077_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830077/ERR4830077_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830060,IML Gauting,T7723,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830060/ERR4830060_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830060/ERR4830060_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830054,IML Gauting,T7598,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830054/ERR4830054_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830054/ERR4830054_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830063,IML Gauting,T7377,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830063/ERR4830063_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830063/ERR4830063_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Germany
ERR4830040,IML Gauting,T7017,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830040/ERR4830040_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830040/ERR4830040_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830055,IML Gauting,T7615,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830055/ERR4830055_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830055/ERR4830055_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,Germany
ERR4830049,IML Gauting,T7793,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830049/ERR4830049_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830049/ERR4830049_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830041,IML Gauting,T7029,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830041/ERR4830041_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4830041/ERR4830041_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,R,Germany
ERR4830095,IML Gauting,T8800,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830095/ERR4830095_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4830095/ERR4830095_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Germany
ERR4830057,IML Gauting,T7617,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830057/ERR4830057_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4830057/ERR4830057_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Germany
ERR4830090,IML Gauting,T8756,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830090/ERR4830090_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4830090/ERR4830090_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830043,IML Gauting,T7090,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830043/ERR4830043_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4830043/ERR4830043_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Germany
ERR4830048,IML Gauting,T7747,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830048/ERR4830048_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830048/ERR4830048_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830016,IML Gauting,T1069,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830016/ERR4830016_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4830016/ERR4830016_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,Germany
ERR4830059,IML Gauting,T7693,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830059/ERR4830059_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4830059/ERR4830059_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830088,IML Gauting,T6103,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830088/ERR4830088_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830088/ERR4830088_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830052,IML Gauting,T7897,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830052/ERR4830052_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830052/ERR4830052_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Germany
ERR4830064,IML Gauting,T7556,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830064/ERR4830064_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4830064/ERR4830064_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830042,IML Gauting,T7089,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830042/ERR4830042_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4830042/ERR4830042_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Germany
ERR4830058,IML Gauting,T7690,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830058/ERR4830058_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4830058/ERR4830058_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,R,Germany
