sequence_id,institute_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR8665698,PHS Sweden,XTB_17-630,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665698/ERR8665698_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665698/ERR8665698_2.fastq.gz",S,R,R,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665753,PHS Sweden,XTB_18-032,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665753/ERR8665753_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665753/ERR8665753_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665766,PHS Sweden,XTB_18-039,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665766/ERR8665766_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665766/ERR8665766_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,S,R,R,Sweden
ERR8665770,PHS Sweden,XTB_18-041,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665770/ERR8665770_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665770/ERR8665770_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,S,R,Sweden
ERR8665748,PHS Sweden,XTB_18-030,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665748/ERR8665748_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665748/ERR8665748_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665765,PHS Sweden,XTB_18-038,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665765/ERR8665765_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665765/ERR8665765_2.fastq.gz",S,S,S,S,R,R,R,R,R,S,R,R,R,Sweden
ERR8665775,PHS Sweden,XTB_18-044,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665775/ERR8665775_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665775/ERR8665775_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665755,PHS Sweden,XTB_18-033,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665755/ERR8665755_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665755/ERR8665755_2.fastq.gz",R,S,S,S,S,S,R,R,R,S,R,R,R,Sweden
ERR8665761,PHS Sweden,XTB_18-036,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665761/ERR8665761_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665761/ERR8665761_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,Sweden
ERR8665782,PHS Sweden,XTB_18-047,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665782/ERR8665782_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665782/ERR8665782_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Sweden
ERR8665780,PHS Sweden,XTB_18-046,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665780/ERR8665780_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665780/ERR8665780_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Sweden
ERR8665774,PHS Sweden,XTB_18-043,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665774/ERR8665774_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665774/ERR8665774_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,R,Sweden
ERR8665771,PHS Sweden,XTB_18-042,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665771/ERR8665771_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665771/ERR8665771_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,R,Sweden
ERR8665777,PHS Sweden,XTB_18-045,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665777/ERR8665777_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665777/ERR8665777_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,R,R,R,Sweden
ERR8665763,PHS Sweden,XTB_18-037,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665763/ERR8665763_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665763/ERR8665763_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,Sweden
ERR8665792,PHS Sweden,XTB_18-072,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665792/ERR8665792_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665792/ERR8665792_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,R,R,R,Sweden
ERR8665783,PHS Sweden,XTB_18-048,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665783/ERR8665783_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665783/ERR8665783_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Sweden
ERR8665796,PHS Sweden,XTB_18-075,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665796/ERR8665796_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665796/ERR8665796_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,R,Sweden
ERR8665620,PHS Sweden,XTB_17-589,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665620/ERR8665620_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665620/ERR8665620_2.fastq.gz",R,S,S,S,R,S,R,R,R,R,R,R,R,Sweden
ERR8665789,PHS Sweden,XTB_18-071,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665789/ERR8665789_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665789/ERR8665789_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,S,R,R,Sweden
ERR8665794,PHS Sweden,XTB_18-074,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665794/ERR8665794_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665794/ERR8665794_2.fastq.gz",S,S,S,S,I,R,R,R,S,S,S,R,R,Sweden
ERR8665798,PHS Sweden,XTB_18-076,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665798/ERR8665798_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665798/ERR8665798_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,R,R,R,Sweden
ERR8665785,PHS Sweden,XTB_18-049,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665785/ERR8665785_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665785/ERR8665785_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Sweden
ERR8665787,PHS Sweden,XTB_18-050,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665787/ERR8665787_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665787/ERR8665787_2.fastq.gz",S,S,S,S,S,I,R,S,R,S,S,R,R,Sweden
ERR8665803,PHS Sweden,XTB_17-089,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665803/ERR8665803_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665803/ERR8665803_2.fastq.gz",S,S,S,S,R,R,R,R,S,S,S,R,R,Sweden
ERR8665865,PHS Sweden,XTB_18-077,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665865/ERR8665865_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665865/ERR8665865_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,Sweden
ERR8665801,PHS Sweden,XTB_17-081,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665801/ERR8665801_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665801/ERR8665801_2.fastq.gz",S,S,S,S,R,R,R,R,R,S,R,R,R,Sweden
ERR8665805,PHS Sweden,XTB_17-091,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665805/ERR8665805_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665805/ERR8665805_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,Sweden
ERR8665850,PHS Sweden,XTB_17-204,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665850/ERR8665850_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665850/ERR8665850_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Sweden
ERR8665828,PHS Sweden,XTB_17-156,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665828/ERR8665828_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665828/ERR8665828_2.fastq.gz",S,S,S,S,R,I,R,R,S,S,S,S,R,Sweden
ERR8665810,PHS Sweden,XTB_17-104,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665810/ERR8665810_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665810/ERR8665810_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,Sweden
ERR8665808,PHS Sweden,XTB_17-097,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665808/ERR8665808_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665808/ERR8665808_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665822,PHS Sweden,XTB_17-148,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665822/ERR8665822_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665822/ERR8665822_2.fastq.gz",S,S,S,S,R,R,R,R,R,S,R,R,R,Sweden
ERR8665815,PHS Sweden,XTB_17-130,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665815/ERR8665815_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665815/ERR8665815_2.fastq.gz",S,S,R,S,I,R,R,S,R,S,R,R,R,Sweden
ERR8665807,PHS Sweden,XTB_17-096,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665807/ERR8665807_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665807/ERR8665807_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,Sweden
ERR8665875,PHS Sweden,XTB_18-088,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665875/ERR8665875_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665875/ERR8665875_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Sweden
ERR8665817,PHS Sweden,XTB_17-136,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665817/ERR8665817_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665817/ERR8665817_2.fastq.gz",NA,S,S,S,I,I,R,NA,S,S,S,R,R,Sweden
ERR8665799,PHS Sweden,XTB_16-365,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665799/ERR8665799_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665799/ERR8665799_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,R,R,R,Sweden
ERR8665819,PHS Sweden,XTB_17-138,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665819/ERR8665819_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665819/ERR8665819_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,R,R,R,Sweden
ERR8665818,PHS Sweden,XTB_17-137,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665818/ERR8665818_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665818/ERR8665818_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,R,R,R,Sweden
ERR8665804,PHS Sweden,XTB_17-090,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665804/ERR8665804_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665804/ERR8665804_2.fastq.gz",R,S,S,S,I,R,R,R,R,S,R,R,R,Sweden
ERR8665835,PHS Sweden,XTB_17-179,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665835/ERR8665835_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665835/ERR8665835_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,Sweden
ERR8665814,PHS Sweden,XTB_17-119,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665814/ERR8665814_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665814/ERR8665814_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,S,Sweden
ERR8665878,PHS Sweden,XTB_18-091,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665878/ERR8665878_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665878/ERR8665878_2.fastq.gz",S,S,S,S,R,R,R,R,S,S,S,R,R,Sweden
ERR8665843,PHS Sweden,XTB_17-190,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665843/ERR8665843_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665843/ERR8665843_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Sweden
ERR8665856,PHS Sweden,XTB_17-221,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665856/ERR8665856_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665856/ERR8665856_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,Sweden
ERR8665821,PHS Sweden,XTB_17-147,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665821/ERR8665821_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665821/ERR8665821_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Sweden
ERR8665831,PHS Sweden,XTB_17-172,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665831/ERR8665831_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665831/ERR8665831_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,Sweden
ERR8665826,PHS Sweden,XTB_17-152,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665826/ERR8665826_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665826/ERR8665826_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,S,R,R,Sweden
ERR8665845,PHS Sweden,XTB_17-196,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665845/ERR8665845_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/005/ERR8665845/ERR8665845_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Sweden
ERR8665806,PHS Sweden,XTB_17-095,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665806/ERR8665806_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665806/ERR8665806_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,S,R,R,Sweden
ERR8665842,PHS Sweden,XTB_17-188,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665842/ERR8665842_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665842/ERR8665842_2.fastq.gz",S,S,S,S,R,S,R,R,S,S,S,R,R,Sweden
ERR8665832,PHS Sweden,XTB_17-174,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665832/ERR8665832_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665832/ERR8665832_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Sweden
ERR8665816,PHS Sweden,XTB_17-135,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665816/ERR8665816_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665816/ERR8665816_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665851,PHS Sweden,XTB_17-205,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665851/ERR8665851_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665851/ERR8665851_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Sweden
ERR8665820,PHS Sweden,XTB_17-143,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665820/ERR8665820_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665820/ERR8665820_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,S,R,R,Sweden
ERR8665829,PHS Sweden,XTB_17-169,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665829/ERR8665829_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665829/ERR8665829_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Sweden
ERR8665846,PHS Sweden,XTB_17-198,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665846/ERR8665846_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665846/ERR8665846_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665834,PHS Sweden,XTB_17-177,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665834/ERR8665834_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665834/ERR8665834_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665867,PHS Sweden,XTB_18-079,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665867/ERR8665867_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665867/ERR8665867_2.fastq.gz",S,S,S,S,R,I,R,R,R,S,R,R,R,Sweden
ERR8665847,PHS Sweden,XTB_17-201,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665847/ERR8665847_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665847/ERR8665847_2.fastq.gz",S,S,S,S,I,I,R,S,S,S,S,R,R,Sweden
ERR8665841,PHS Sweden,XTB_17-186,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665841/ERR8665841_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665841/ERR8665841_2.fastq.gz",S,S,NA,S,R,I,R,S,R,S,R,R,R,Sweden
ERR8665871,PHS Sweden,XTB_18-083,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665871/ERR8665871_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665871/ERR8665871_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Sweden
ERR8665849,PHS Sweden,XTB_17-203,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665849/ERR8665849_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/009/ERR8665849/ERR8665849_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Sweden
ERR8665861,PHS Sweden,XTB_17-229,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665861/ERR8665861_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/001/ERR8665861/ERR8665861_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,R,R,R,Sweden
ERR8665837,PHS Sweden,XTB_17-181,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665837/ERR8665837_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665837/ERR8665837_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Sweden
ERR8665830,PHS Sweden,XTB_17-170,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665830/ERR8665830_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665830/ERR8665830_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665874,PHS Sweden,XTB_18-086,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665874/ERR8665874_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/004/ERR8665874/ERR8665874_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,Sweden
ERR8665836,PHS Sweden,XTB_17-180,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665836/ERR8665836_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/006/ERR8665836/ERR8665836_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Sweden
ERR8665827,PHS Sweden,XTB_17-153,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665827/ERR8665827_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665827/ERR8665827_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,Sweden
ERR8665873,PHS Sweden,XTB_18-085,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665873/ERR8665873_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665873/ERR8665873_2.fastq.gz",R,S,S,S,I,S,R,R,S,S,S,R,R,Sweden
ERR8665833,PHS Sweden,XTB_17-175,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665833/ERR8665833_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665833/ERR8665833_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Sweden
ERR8665838,PHS Sweden,XTB_17-182,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665838/ERR8665838_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665838/ERR8665838_2.fastq.gz",S,S,S,S,R,I,R,R,R,S,R,R,R,Sweden
ERR8665823,PHS Sweden,XTB_17-149,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665823/ERR8665823_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665823/ERR8665823_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,Sweden
ERR8665858,PHS Sweden,XTB_17-225,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665858/ERR8665858_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/008/ERR8665858/ERR8665858_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,S,R,R,Sweden
ERR8665887,PHS Sweden,XTB_17-102,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665887/ERR8665887_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665887/ERR8665887_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Sweden
ERR8665857,PHS Sweden,XTB_17-223,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665857/ERR8665857_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/007/ERR8665857/ERR8665857_2.fastq.gz",S,S,S,S,S,I,R,R,S,S,S,R,R,Sweden
ERR8665882,PHS Sweden,XTB_18-099,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665882/ERR8665882_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/002/ERR8665882/ERR8665882_2.fastq.gz",S,S,S,S,I,I,R,S,S,S,S,R,R,Sweden
ERR8665853,PHS Sweden,XTB_17-210,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665853/ERR8665853_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/003/ERR8665853/ERR8665853_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Sweden
ERR8665870,PHS Sweden,XTB_18-082,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665870/ERR8665870_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR866/000/ERR8665870/ERR8665870_2.fastq.gz",R,S,S,S,I,R,R,R,R,S,R,R,R,Sweden
