sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4811257,China,819,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811257/ERR4811257_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811257/ERR4811257_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811182,China,831,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811182/ERR4811182_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811182/ERR4811182_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811294,China,913,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811294/ERR4811294_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811294/ERR4811294_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811280,China,899,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811280/ERR4811280_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811280/ERR4811280_2.fastq.gz",S,S,R,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811285,China,904,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811285/ERR4811285_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811285/ERR4811285_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811304,China,924,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811304/ERR4811304_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811304/ERR4811304_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811284,China,903,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811284/ERR4811284_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811284/ERR4811284_2.fastq.gz",S,S,S,NA,I,S,R,S,S,S,S,R,R,CCDC
ERR4811203,China,796,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811203/ERR4811203_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811203/ERR4811203_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811293,China,912,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811293/ERR4811293_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811293/ERR4811293_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811263,China,861,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811263/ERR4811263_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811263/ERR4811263_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811291,China,910,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811291/ERR4811291_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811291/ERR4811291_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811269,China,770,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811269/ERR4811269_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811269/ERR4811269_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811259,China,854,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811259/ERR4811259_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811259/ERR4811259_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811310,China,931,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811310/ERR4811310_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811310/ERR4811310_2.fastq.gz",S,S,R,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811282,China,901,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811282/ERR4811282_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811282/ERR4811282_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811258,China,787,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811258/ERR4811258_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811258/ERR4811258_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811302,China,922,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811302/ERR4811302_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811302/ERR4811302_2.fastq.gz",S,S,S,S,I,R,R,S,R,S,R,R,R,CCDC
ERR4811276,China,758,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811276/ERR4811276_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811276/ERR4811276_2.fastq.gz",S,S,S,S,S,I,S,S,S,S,S,S,S,CCDC
ERR4811273,China,820,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811273/ERR4811273_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811273/ERR4811273_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811261,China,731,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811261/ERR4811261_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811261/ERR4811261_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811303,China,923,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811303/ERR4811303_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811303/ERR4811303_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,CCDC
ERR4811333,China,955,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811333/ERR4811333_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811333/ERR4811333_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811356,China,974,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811356/ERR4811356_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811356/ERR4811356_2.fastq.gz",R,S,S,S,R,S,R,R,R,S,R,R,R,CCDC
ERR4811281,China,900,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811281/ERR4811281_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811281/ERR4811281_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811312,China,934,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811312/ERR4811312_2.fastq.gz",S,S,S,R,R,I,R,S,S,S,S,R,R,CCDC
ERR4811297,China,916,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811297/ERR4811297_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811297/ERR4811297_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811274,China,829,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811274/ERR4811274_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811274/ERR4811274_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811286,China,905,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811286/ERR4811286_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811286/ERR4811286_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,CCDC
ERR4811289,China,908,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811289/ERR4811289_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811289/ERR4811289_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,CCDC
ERR4811292,China,911,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811292/ERR4811292_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811292/ERR4811292_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811299,China,919,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811299/ERR4811299_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811299/ERR4811299_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811308,China,928,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811308/ERR4811308_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811308/ERR4811308_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811298,China,918,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811298/ERR4811298_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811298/ERR4811298_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811315,China,937,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811315/ERR4811315_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811315/ERR4811315_2.fastq.gz",R,S,R,R,R,S,R,S,S,S,S,R,R,CCDC
ERR4811300,China,920,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811300/ERR4811300_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811300/ERR4811300_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811201,China,740,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811201/ERR4811201_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811201/ERR4811201_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811306,China,926,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811306/ERR4811306_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811306/ERR4811306_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811279,China,824,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811279/ERR4811279_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811279/ERR4811279_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811266,China,821,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811266/ERR4811266_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811266/ERR4811266_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811313,China,935,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811313/ERR4811313_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811313/ERR4811313_2.fastq.gz",NA,S,S,R,R,S,R,S,S,R,S,R,R,CCDC
ERR4811287,China,906,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811287/ERR4811287_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811287/ERR4811287_2.fastq.gz",R,S,S,S,R,S,R,S,S,S,R,R,R,CCDC
ERR4811296,China,915,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811296/ERR4811296_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811296/ERR4811296_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811275,China,757,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811275/ERR4811275_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811275/ERR4811275_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811322,China,944,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811322/ERR4811322_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811322/ERR4811322_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811318,China,940,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811318/ERR4811318_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811318/ERR4811318_2.fastq.gz",S,S,S,NA,R,I,R,S,S,S,S,R,R,CCDC
ERR4811301,China,921,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811301/ERR4811301_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811301/ERR4811301_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,CCDC
ERR4811271,China,781,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811271/ERR4811271_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811271/ERR4811271_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,CCDC
ERR4811265,China,851,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811265/ERR4811265_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811265/ERR4811265_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811295,China,914,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811295/ERR4811295_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811295/ERR4811295_2.fastq.gz",R,S,R,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811337,China,959,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811337/ERR4811337_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811337/ERR4811337_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811334,China,956,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811334/ERR4811334_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811334/ERR4811334_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811305,China,925,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811305/ERR4811305_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811305/ERR4811305_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811330,China,952,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811330/ERR4811330_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811330/ERR4811330_2.fastq.gz",S,S,S,NA,S,I,R,NA,S,S,S,R,R,CCDC
ERR4811278,China,786,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811278/ERR4811278_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811278/ERR4811278_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CCDC
ERR4811355,China,973,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811355/ERR4811355_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811355/ERR4811355_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811327,China,949,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811327/ERR4811327_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811327/ERR4811327_2.fastq.gz",S,S,S,NA,NA,S,R,S,R,S,R,R,R,CCDC
ERR4811340,China,743,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811340/ERR4811340_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811340/ERR4811340_2.fastq.gz",R,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811345,China,962,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811345/ERR4811345_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811345/ERR4811345_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811277,China,772,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811277/ERR4811277_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811277/ERR4811277_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811331,China,953,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811331/ERR4811331_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811331/ERR4811331_2.fastq.gz",S,S,S,S,S,S,NA,S,NA,S,S,R,S,CCDC
ERR4811326,China,948,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811326/ERR4811326_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811326/ERR4811326_2.fastq.gz",S,S,S,R,R,R,R,S,R,R,R,R,R,CCDC
ERR4811341,China,745,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811341/ERR4811341_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811341/ERR4811341_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811367,China,986,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811367/ERR4811367_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811367/ERR4811367_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811323,China,945,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811323/ERR4811323_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811323/ERR4811323_2.fastq.gz",S,S,R,NA,R,R,R,S,R,S,R,R,S,CCDC
ERR4811329,China,951,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811329/ERR4811329_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811329/ERR4811329_2.fastq.gz",S,S,R,NA,S,S,R,S,S,S,S,R,R,CCDC
ERR4811319,China,941,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811319/ERR4811319_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811319/ERR4811319_2.fastq.gz",S,S,S,NA,S,S,R,S,S,S,S,R,R,CCDC
ERR4811328,China,950,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811328/ERR4811328_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811328/ERR4811328_2.fastq.gz",S,S,S,NA,R,S,R,S,R,S,R,R,R,CCDC
ERR4811336,China,958,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811336/ERR4811336_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811336/ERR4811336_2.fastq.gz",R,S,S,S,I,S,R,R,S,S,S,R,R,CCDC
ERR4811338,China,960,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811338/ERR4811338_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811338/ERR4811338_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,CCDC
ERR4811316,China,938,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811316/ERR4811316_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811316/ERR4811316_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811324,China,946,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811324/ERR4811324_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811324/ERR4811324_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,CCDC
ERR4811339,China,961,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811339/ERR4811339_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811339/ERR4811339_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,S,R,R,CCDC
ERR4811321,China,943,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811321/ERR4811321_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811321/ERR4811321_2.fastq.gz",S,R,R,NA,S,R,R,S,R,S,R,R,R,CCDC
ERR4811320,China,942,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811320/ERR4811320_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811320/ERR4811320_2.fastq.gz",R,S,R,R,I,S,R,R,R,S,R,S,R,CCDC
ERR4811317,China,939,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811317/ERR4811317_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811317/ERR4811317_2.fastq.gz",S,S,S,R,S,NA,R,S,S,S,S,S,S,CCDC
ERR4811342,China,736,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811342/ERR4811342_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811342/ERR4811342_2.fastq.gz",S,S,S,R,S,S,R,S,S,S,S,R,R,CCDC
ERR4811325,China,947,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811325/ERR4811325_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811325/ERR4811325_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811370,China,989,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811370/ERR4811370_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811370/ERR4811370_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,CCDC
ERR4811332,China,954,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811332/ERR4811332_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811332/ERR4811332_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811360,China,979,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811360/ERR4811360_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811360/ERR4811360_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811368,China,987,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811368/ERR4811368_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811368/ERR4811368_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,CCDC
ERR4811358,China,977,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811358/ERR4811358_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811358/ERR4811358_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811371,China,990,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811371/ERR4811371_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811371/ERR4811371_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811359,China,978,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811359/ERR4811359_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811359/ERR4811359_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811343,China,730,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811343/ERR4811343_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811343/ERR4811343_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811365,China,984,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811365/ERR4811365_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811365/ERR4811365_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
