sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4811177,China,808,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811177/ERR4811177_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811177/ERR4811177_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811220,China,726,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811220/ERR4811220_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811220/ERR4811220_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811179,China,842,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811179/ERR4811179_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811179/ERR4811179_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811245,China,768,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811245/ERR4811245_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811245/ERR4811245_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811222,China,852,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811222/ERR4811222_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811222/ERR4811222_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811178,China,830,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811178/ERR4811178_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811178/ERR4811178_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811228,China,783,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811228/ERR4811228_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811228/ERR4811228_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811247,China,766,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811247/ERR4811247_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811247/ERR4811247_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811215,China,755,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811215/ERR4811215_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811215/ERR4811215_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811217,China,750,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811217/ERR4811217_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811217/ERR4811217_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811246,China,765,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811246/ERR4811246_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811246/ERR4811246_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811159,China,894,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811159/ERR4811159_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811159/ERR4811159_2.fastq.gz",S,S,S,S,R,S,S,S,S,S,S,R,R,CCDC
ERR4811191,China,816,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811191/ERR4811191_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811191/ERR4811191_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811207,China,790,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811207/ERR4811207_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811207/ERR4811207_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811199,China,797,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811199/ERR4811199_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811199/ERR4811199_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
ERR4811242,China,764,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811242/ERR4811242_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811242/ERR4811242_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811161,China,896,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811161/ERR4811161_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811161/ERR4811161_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,R,R,R,CCDC
ERR4811209,China,803,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811209/ERR4811209_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811209/ERR4811209_2.fastq.gz",R,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811204,China,733,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811204/ERR4811204_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811204/ERR4811204_2.fastq.gz",S,S,R,R,S,S,S,S,S,S,S,S,S,CCDC
ERR4811157,China,892,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811157/ERR4811157_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811157/ERR4811157_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811241,China,762,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811241/ERR4811241_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811241/ERR4811241_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811231,China,860,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811231/ERR4811231_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811231/ERR4811231_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811225,China,775,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811225/ERR4811225_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811225/ERR4811225_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811213,China,749,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811213/ERR4811213_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811213/ERR4811213_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811196,China,751,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811196/ERR4811196_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811196/ERR4811196_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811240,China,763,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811240/ERR4811240_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811240/ERR4811240_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811185,China,744,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811185/ERR4811185_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811185/ERR4811185_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811250,China,791,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811250/ERR4811250_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811250/ERR4811250_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811188,China,810,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811188/ERR4811188_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811188/ERR4811188_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811170,China,761,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811170/ERR4811170_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811170/ERR4811170_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811227,China,754,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811227/ERR4811227_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811227/ERR4811227_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811183,China,725,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811183/ERR4811183_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811183/ERR4811183_2.fastq.gz",R,S,S,S,R,S,R,R,R,S,R,R,R,CCDC
ERR4811171,China,735,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811171/ERR4811171_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811171/ERR4811171_2.fastq.gz",R,S,S,S,R,S,S,S,S,R,R,S,S,CCDC
ERR4811211,China,753,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811211/ERR4811211_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811211/ERR4811211_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811194,China,841,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811194/ERR4811194_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811194/ERR4811194_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811187,China,734,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811187/ERR4811187_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811187/ERR4811187_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811224,China,746,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811224/ERR4811224_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811224/ERR4811224_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811173,China,839,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811173/ERR4811173_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811173/ERR4811173_2.fastq.gz",S,S,S,S,S,I,S,S,S,S,S,S,S,CCDC
ERR4811205,China,806,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811205/ERR4811205_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811205/ERR4811205_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811232,China,835,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811232/ERR4811232_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811232/ERR4811232_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811195,China,802,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811195/ERR4811195_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811195/ERR4811195_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811234,China,782,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811234/ERR4811234_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811234/ERR4811234_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,CCDC
ERR4811162,China,897,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811162/ERR4811162_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811162/ERR4811162_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811238,China,859,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811238/ERR4811238_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811238/ERR4811238_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811248,China,785,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811248/ERR4811248_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811248/ERR4811248_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811233,China,793,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811233/ERR4811233_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811233/ERR4811233_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811243,China,818,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811243/ERR4811243_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811243/ERR4811243_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CCDC
ERR4811249,China,805,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811249/ERR4811249_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811249/ERR4811249_2.fastq.gz",R,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811239,China,723,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811239/ERR4811239_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811239/ERR4811239_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,CCDC
ERR4811251,China,756,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811251/ERR4811251_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811251/ERR4811251_2.fastq.gz",S,S,S,S,S,S,S,S,S,NA,NA,S,S,CCDC
ERR4811192,China,840,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811192/ERR4811192_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811192/ERR4811192_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811198,China,838,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811198/ERR4811198_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811198/ERR4811198_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811221,China,804,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811221/ERR4811221_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811221/ERR4811221_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811210,China,811,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811210/ERR4811210_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811210/ERR4811210_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811226,China,773,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811226/ERR4811226_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811226/ERR4811226_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,CCDC
ERR4811167,China,813,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811167/ERR4811167_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811167/ERR4811167_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811189,China,850,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811189/ERR4811189_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811189/ERR4811189_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811219,China,784,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811219/ERR4811219_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811219/ERR4811219_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811237,China,760,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811237/ERR4811237_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811237/ERR4811237_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CCDC
ERR4811212,China,748,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811212/ERR4811212_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811212/ERR4811212_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811218,China,727,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811218/ERR4811218_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811218/ERR4811218_2.fastq.gz",S,S,S,S,S,S,S,S,R,S,R,S,S,CCDC
ERR4811236,China,778,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811236/ERR4811236_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811236/ERR4811236_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811229,China,800,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811229/ERR4811229_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811229/ERR4811229_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811216,China,798,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811216/ERR4811216_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811216/ERR4811216_2.fastq.gz",S,S,R,R,S,S,S,S,S,S,S,S,S,CCDC
ERR4811163,China,898,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811163/ERR4811163_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811163/ERR4811163_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811244,China,767,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811244/ERR4811244_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811244/ERR4811244_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,CCDC
ERR4811252,China,862,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811252/ERR4811252_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811252/ERR4811252_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811172,China,837,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811172/ERR4811172_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811172/ERR4811172_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811168,China,799,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811168/ERR4811168_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811168/ERR4811168_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811175,China,864,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811175/ERR4811175_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811175/ERR4811175_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811160,China,895,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811160/ERR4811160_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811160/ERR4811160_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811200,China,724,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811200/ERR4811200_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811200/ERR4811200_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811181,China,844,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811181/ERR4811181_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/001/ERR4811181/ERR4811181_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811253,China,792,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811253/ERR4811253_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811253/ERR4811253_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811165,China,738,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811165/ERR4811165_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/005/ERR4811165/ERR4811165_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811197,China,832,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811197/ERR4811197_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/007/ERR4811197/ERR4811197_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811270,China,828,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811270/ERR4811270_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811270/ERR4811270_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811260,China,774,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811260/ERR4811260_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811260/ERR4811260_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811290,China,909,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811290/ERR4811290_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/000/ERR4811290/ERR4811290_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811283,China,902,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811283/ERR4811283_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/003/ERR4811283/ERR4811283_2.fastq.gz",S,S,R,S,R,R,R,S,R,S,R,R,R,CCDC
ERR4811186,China,752,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811186/ERR4811186_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/006/ERR4811186/ERR4811186_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811288,China,907,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811288/ERR4811288_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/008/ERR4811288/ERR4811288_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,CCDC
ERR4811272,China,771,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811272/ERR4811272_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/002/ERR4811272/ERR4811272_2.fastq.gz",S,S,S,R,S,S,S,S,S,S,S,S,S,CCDC
ERR4811264,China,776,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811264/ERR4811264_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811264/ERR4811264_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811254,China,833,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811254/ERR4811254_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/004/ERR4811254/ERR4811254_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,CCDC
ERR4811309,China,930,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811309/ERR4811309_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR481/009/ERR4811309/ERR4811309_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,CCDC
